,Air_temperature,Process_temperature,Rotational_speed,Torque,Tool_wear,Target,Type_H,Type_L,Type_M
4686,303.5,311.6,1562,34.2,107,0,False,False,True
4687,303.5,311.6,2183,17.0,110,0,False,True,False
4688,303.5,311.6,1577,38.1,112,0,False,True,False
4689,303.4,311.5,1560,36.4,114,0,False,False,True
4690,303.4,311.5,1483,43.0,117,0,False,False,True
4691,303.5,311.5,1535,33.3,120,0,False,True,False
4692,303.4,311.4,1606,29.6,122,0,False,False,True
4693,303.4,311.5,1817,24.7,125,0,False,False,True
4694,303.4,311.5,1424,50.8,128,0,False,True,False
4695,303.3,311.6,1514,34.7,130,0,False,True,False
4696,303.4,311.6,1449,41.7,132,0,False,True,False
4697,303.5,311.6,1573,34.0,134,0,False,False,True
4698,303.4,311.6,1564,41.9,137,0,False,True,False
4699,303.5,311.6,1428,46.2,139,0,False,True,False
4700,303.5,311.7,1620,31.0,141,0,False,True,False
4701,303.5,311.7,1584,32.7,143,0,True,False,False
4702,303.6,311.8,1222,66.8,148,1,False,True,False
4703,303.6,311.8,1432,42.5,150,0,False,False,True
4704,303.7,311.9,1561,33.3,153,0,False,True,False
4705,303.6,311.8,1614,33.2,155,0,False,True,False
4706,303.5,311.7,1959,22.3,157,0,False,True,False
4707,303.5,311.8,1944,23.5,159,0,False,True,False
4708,303.4,311.7,1793,25.8,161,0,False,True,False
4709,303.4,311.6,1446,50.0,163,0,False,False,True
4710,303.4,311.7,1673,32.2,166,0,False,True,False
4711,303.4,311.7,1515,44.2,168,0,False,False,True
4712,303.4,311.8,1564,35.9,171,0,False,True,False
4713,303.5,311.8,1451,45.2,173,0,False,True,False
4714,303.4,311.8,1693,28.3,175,0,True,False,False
4715,303.4,311.7,1476,42.3,180,0,False,True,False
4716,303.4,311.6,1712,30.1,182,0,False,True,False
4717,303.4,311.6,1425,45.4,184,0,False,False,True
4718,303.3,311.6,1337,56.8,187,1,False,True,False
4719,303.4,311.7,1690,34.9,189,0,False,False,True
4720,303.4,311.7,1353,44.1,192,1,False,False,True
4721,303.5,311.8,1927,21.9,195,0,False,True,False
4722,303.4,311.8,1391,42.7,197,0,False,False,True
4723,303.4,311.8,1366,50.9,200,1,False,True,False
4724,303.4,311.9,1771,31.6,202,0,False,True,False
4725,303.4,311.8,1515,42.6,204,0,False,False,True
4726,303.4,311.8,2133,18.3,207,0,False,False,True
4727,303.4,311.8,1341,47.0,210,1,False,False,True
4728,303.4,311.7,1406,47.1,213,0,False,True,False
4729,303.4,311.8,1306,61.0,215,1,False,True,False
4730,303.3,311.7,1508,35.5,217,0,False,True,False
4731,303.3,311.6,1301,45.1,219,1,False,True,False
4732,303.3,311.7,1539,38.5,221,0,False,True,False
4733,303.3,311.6,1484,44.6,223,0,False,True,False
4734,303.2,311.5,1507,39.2,225,0,False,True,False
4735,303.2,311.5,1544,42.5,227,0,False,True,False
4736,303.2,311.5,1513,37.9,0,0,False,True,False
4737,303.2,311.5,1336,58.2,2,1,False,False,True
4738,303.2,311.4,2102,19.0,5,0,False,False,True
4739,303.2,311.4,1351,53.8,8,1,False,True,False
4740,303.3,311.5,1601,35.2,10,0,False,True,False
4741,303.2,311.3,1393,52.9,12,0,False,True,False
4742,303.3,311.3,1592,33.7,14,0,False,True,False
4743,303.3,311.3,1409,51.8,16,0,False,True,False
4744,303.3,311.3,1393,47.4,18,0,False,True,False
4745,303.2,311.2,1475,43.1,20,0,True,False,False
4746,303.2,311.2,1427,45.6,25,0,False,True,False
4747,303.3,311.2,1763,27.3,27,0,False,True,False
4748,303.2,311.2,1363,46.7,29,1,False,True,False
4749,303.2,311.2,1404,50.9,31,0,False,True,False
4750,303.2,311.2,1688,31.9,33,0,False,False,True
4751,303.3,311.4,1510,37.3,36,0,False,True,False
4752,303.3,311.3,1502,39.5,38,0,True,False,False
4753,303.2,311.4,1607,36.6,43,0,True,False,False
4754,303.3,311.5,1384,54.8,48,0,False,False,True
4755,303.4,311.7,1295,51.3,51,1,False,True,False
4756,303.4,311.7,1991,19.0,53,0,True,False,False
4757,303.4,311.6,1497,42.8,58,0,False,True,False
4758,303.5,311.6,1465,48.7,60,0,False,True,False
4759,303.5,311.6,1361,46.5,62,1,False,True,False
4760,303.6,311.7,1546,38.5,64,0,False,True,False
4761,303.7,311.9,1332,52.7,66,1,True,False,False
4762,303.7,312.0,2663,11.4,71,1,False,False,True
4763,303.7,312.1,1443,45.9,74,0,False,True,False
4764,303.7,312.0,1402,48.6,76,0,False,False,True
4765,303.7,312.0,1892,22.5,79,0,False,True,False
4766,303.6,312.0,1645,35.7,81,0,False,False,True
4767,303.6,311.9,1473,50.1,84,0,False,True,False
4768,303.6,312.0,1309,52.9,86,1,False,True,False
4769,303.6,311.9,1544,37.1,88,0,True,False,False
4770,303.5,311.9,1344,49.3,93,1,False,True,False
4771,303.6,311.9,1617,36.0,95,0,False,False,True
4772,303.6,312.0,1435,37.9,98,0,False,False,True
4773,303.6,312.0,1391,50.3,101,0,False,True,False
4774,303.6,312.0,1827,23.3,103,0,False,True,False
4775,303.5,312.0,1761,25.8,105,0,False,True,False
4776,303.5,312.1,1522,36.4,107,0,False,True,False
4777,303.5,312.2,1818,23.6,109,0,False,False,True
4778,303.6,312.2,1371,54.6,112,1,True,False,False
4779,303.7,312.3,1511,38.9,117,0,False,True,False
4780,303.7,312.4,1404,46.6,119,0,False,True,False
4781,303.7,312.3,1384,45.9,121,0,False,True,False
4782,303.8,312.5,1368,52.6,123,0,False,True,False
4783,303.7,312.5,1641,36.0,125,0,False,True,False
4784,303.9,312.6,1642,32.3,127,0,False,True,False
4785,303.9,312.7,1401,50.0,129,0,True,False,False
4786,303.8,312.6,1577,41.3,134,0,False,True,False
4787,303.7,312.6,1396,44.1,136,0,False,True,False
4788,303.7,312.6,1514,35.5,138,0,True,False,False
4789,303.8,312.8,1646,35.8,143,0,False,True,False
4790,303.8,312.8,1443,40.7,145,0,False,True,False
4791,303.7,312.7,1469,48.5,147,0,False,False,True
4792,303.7,312.7,1564,40.2,150,0,True,False,False
4793,303.6,312.6,1498,40.2,155,0,True,False,False
4794,303.6,312.6,1699,27.9,160,0,False,True,False
4795,303.6,312.5,1431,49.0,162,0,False,True,False
4796,303.5,312.4,1390,47.3,164,0,False,True,False
4797,303.5,312.5,1380,46.1,166,0,False,True,False
4798,303.5,312.5,1457,46.4,168,0,False,True,False
4799,303.5,312.5,1418,42.2,170,0,False,True,False
4800,303.5,312.5,1353,51.0,172,0,False,False,True
4801,303.5,312.4,1574,32.7,175,0,False,True,False
4802,303.5,312.4,1318,54.2,177,0,False,False,True
4803,303.6,312.5,1710,31.4,180,0,False,True,False
4804,303.7,312.6,1621,38.8,182,0,False,True,False
4805,303.6,312.6,1606,33.6,184,0,False,True,False
4806,303.6,312.5,1375,54.0,186,0,True,False,False
4807,303.5,312.4,1503,36.5,191,0,False,True,False
4808,303.5,312.3,1404,48.6,193,0,False,True,False
4809,303.4,312.2,1656,32.7,195,0,False,True,False
4810,303.4,312.1,1499,39.4,197,0,False,False,True
4811,303.4,312.0,1748,28.4,200,0,False,False,True
4812,303.4,311.9,1531,37.9,203,0,False,True,False
4813,303.3,311.8,1536,40.6,205,0,False,False,True
4814,303.4,311.8,1401,53.0,208,1,False,True,False
4815,303.4,311.9,1534,33.2,210,0,True,False,False
4816,303.4,312.0,1521,35.9,215,1,False,True,False
4817,303.5,312.1,1674,30.8,0,0,False,True,False
4818,303.6,312.1,1967,20.9,2,0,False,False,True
4819,303.6,312.2,1696,30.7,5,0,False,True,False
4820,303.6,312.1,1627,32.5,7,0,False,False,True
4821,303.5,311.9,1405,45.6,10,0,False,True,False
4822,303.5,311.9,1565,38.9,12,0,False,True,False
4823,303.5,311.9,1493,38.7,14,0,False,True,False
4824,303.4,311.8,1499,45.0,16,0,False,True,False
4825,303.3,311.8,1692,30.6,18,0,False,True,False
4826,303.4,311.8,2268,15.8,20,0,False,True,False
4827,303.4,311.8,1438,58.9,22,0,False,True,False
4828,303.5,311.9,1515,39.2,24,0,False,True,False
4829,303.4,311.9,1491,38.2,26,0,False,True,False
4830,303.5,312.0,1756,29.7,28,0,False,True,False
4831,303.5,312.0,1366,54.5,30,1,False,True,False
4832,303.5,312.0,1436,45.1,32,0,False,True,False
4833,303.4,311.9,1377,41.6,34,1,False,True,False
4834,303.4,311.9,1510,42.2,36,0,False,False,True
4835,303.4,311.9,1419,50.9,39,0,False,False,True
4836,303.3,311.8,1315,62.0,42,1,False,True,False
4837,303.3,311.8,1806,27.7,44,0,True,False,False
4838,303.3,311.8,1649,29.4,49,0,True,False,False
4839,303.4,311.9,1402,50.0,54,0,True,False,False
4840,303.4,311.9,1298,63.9,59,1,False,True,False
4841,303.3,311.8,1441,44.9,61,0,False,False,True
4842,303.3,311.8,1489,49.4,64,0,False,False,True
4843,303.3,311.8,1842,24.5,67,0,False,True,False
4844,303.4,311.8,1316,50.9,69,1,False,False,True
4845,303.3,311.8,1583,33.3,72,0,False,False,True
4846,303.3,311.8,1548,33.5,75,0,False,False,True
4847,303.4,311.9,1434,44.6,78,0,False,True,False
4848,303.5,312.0,1397,52.9,80,0,True,False,False
4849,303.5,312.0,1475,42.9,85,0,False,False,True
4850,303.5,312.0,1441,56.8,88,0,False,True,False
4851,303.7,312.1,1363,51.8,90,1,False,True,False
4852,303.7,312.2,1619,34.9,92,0,False,True,False
4853,303.7,312.2,1487,34.0,94,0,False,True,False
4854,303.7,312.2,1568,33.8,96,0,False,True,False
4855,303.7,312.3,1375,46.2,98,0,False,True,False
4856,303.6,312.3,1698,31.3,100,0,False,False,True
4857,303.7,312.3,1606,37.4,103,0,False,True,False
4858,303.7,312.3,1349,51.0,105,0,False,True,False
4859,303.7,312.4,1535,38.6,107,0,False,True,False
4860,303.6,312.4,1504,49.5,109,0,False,False,True
4861,303.5,312.3,1946,21.1,112,0,False,True,False
4862,303.5,312.1,1326,55.7,114,0,False,True,False
4863,303.6,312.3,1915,22.3,116,0,False,False,True
4864,303.6,312.3,1451,43.4,119,0,False,True,False
4865,303.5,312.3,1624,34.8,121,0,False,False,True
4866,303.6,312.4,1781,28.7,124,0,False,True,False
4867,303.6,312.5,1345,54.1,126,0,False,True,False
4868,303.6,312.4,1418,46.0,128,0,False,True,False
4869,303.7,312.4,1718,26.5,130,0,False,True,False
4870,303.7,312.4,1631,28.5,132,0,False,False,True
4871,303.7,312.4,1513,40.1,135,0,False,True,False
4872,303.7,312.4,1316,59.3,137,0,False,True,False
4873,303.7,312.4,1474,38.8,139,0,False,False,True
4874,303.8,312.5,1619,30.9,142,0,False,True,False
4875,303.7,312.4,1702,31.2,144,0,False,True,False
4876,303.7,312.4,1540,37.4,146,0,False,False,True
4877,303.7,312.4,1546,33.7,149,0,False,False,True
4878,303.7,312.4,1348,51.0,152,0,False,True,False
4879,303.7,312.5,1520,35.6,154,0,True,False,False
4880,303.8,312.6,1527,41.9,159,0,False,False,True
4881,303.8,312.6,1406,47.1,162,0,False,False,True
4882,303.7,312.5,1462,46.2,165,0,False,True,False
4883,303.8,312.6,1684,29.3,167,0,False,False,True
4884,303.8,312.5,1655,28.0,170,0,True,False,False
4885,303.8,312.5,1748,25.1,175,0,True,False,False
4886,303.8,312.5,1372,45.7,180,0,False,True,False
4887,303.7,312.5,1481,33.3,182,0,False,True,False
4888,303.7,312.4,1512,39.2,184,0,False,True,False
4889,303.7,312.5,1632,36.6,186,0,False,True,False
4890,303.7,312.4,1525,43.9,188,0,False,True,False
4891,303.7,312.3,1756,26.4,190,0,False,False,True
4892,303.7,312.3,1922,23.1,193,0,False,True,False
4893,303.8,312.5,1448,44.3,195,0,False,False,True
4894,303.8,312.5,1447,46.6,198,0,True,False,False
4895,303.8,312.4,1597,33.4,203,0,False,False,True
4896,303.7,312.4,1642,32.3,206,0,False,False,True
4897,303.8,312.5,1525,38.0,209,0,True,False,False
4898,303.6,312.4,1460,53.7,214,0,True,False,False
4899,303.6,312.3,2168,17.7,219,0,False,True,False
4900,303.6,312.4,1388,41.9,221,0,False,True,False
4901,303.6,312.3,1630,32.4,223,0,False,False,True
4902,303.6,312.3,1616,29.3,226,0,False,True,False
4903,303.6,312.4,2232,16.8,0,0,False,True,False
4904,303.6,312.4,1480,50.7,2,0,True,False,False
4905,303.6,312.4,1363,53.1,7,0,False,True,False
4906,303.6,312.4,1436,45.6,9,0,True,False,False
4907,303.6,312.5,1607,33.7,14,0,False,False,True
4908,303.6,312.5,1459,48.2,17,0,False,False,True
4909,303.5,312.4,1481,43.7,20,0,False,True,False
4910,303.5,312.4,1606,31.7,22,0,False,False,True
4911,303.5,312.3,1681,29.8,25,0,False,True,False
4912,303.5,312.2,1511,37.1,27,0,False,True,False
4913,303.5,312.3,1593,35.2,29,0,False,False,True
4914,303.5,312.3,1532,41.7,32,0,False,False,True
4915,303.5,312.3,1386,49.0,35,0,True,False,False
4916,303.4,312.3,1769,27.9,40,0,True,False,False
4917,303.4,312.2,1561,38.2,45,0,False,False,True
4918,303.3,312.2,1457,40.7,48,0,False,True,False
4919,303.3,312.2,1506,40.0,50,0,False,True,False
4920,303.4,312.2,1337,69.4,52,1,False,True,False
4921,303.4,312.3,1287,54.8,54,0,False,True,False
4922,303.4,312.2,1615,35.7,56,0,False,False,True
4923,303.4,312.2,1972,23.5,59,0,False,False,True
4924,303.4,312.3,1522,42.1,62,0,True,False,False
4925,303.4,312.3,1680,30.6,67,0,False,True,False
4926,303.4,312.3,1502,36.0,69,0,False,True,False
4927,303.5,312.3,1543,33.3,71,0,False,False,True
4928,303.5,312.3,1584,35.2,74,0,False,True,False
4929,303.5,312.4,1340,44.5,76,0,False,True,False
4930,303.4,312.3,1663,33.9,78,0,False,True,False
4931,303.3,312.1,1693,30.0,80,0,False,False,True
4932,303.3,312.1,1418,44.7,83,0,False,True,False
4933,303.4,312.2,1554,36.8,85,0,True,False,False
4934,303.4,312.2,1580,35.8,90,0,False,True,False
4935,303.4,312.3,1479,42.8,92,0,False,True,False
4936,303.5,312.4,1284,70.6,94,1,False,True,False
4937,303.4,312.3,1540,38.7,96,0,False,True,False
4938,303.5,312.4,1606,30.1,98,0,False,False,True
4939,303.6,312.5,1286,62.4,101,0,False,True,False
4940,303.6,312.6,1502,39.5,103,0,False,True,False
4941,303.6,312.7,1699,31.5,105,0,False,False,True
4942,303.5,312.6,1602,34.2,108,0,False,True,False
4943,303.6,312.6,1436,42.0,110,0,True,False,False
4944,303.6,312.7,1765,27.5,115,0,False,False,True
4945,303.6,312.7,1418,44.1,118,0,False,True,False
4946,303.7,312.7,1669,31.7,120,0,False,False,True
4947,303.7,312.7,1395,53.9,123,0,False,True,False
4948,303.8,312.7,1500,41.7,125,0,False,False,True
4949,303.8,312.7,1555,33.4,128,0,False,False,True
4950,303.8,312.7,1919,20.2,131,0,False,False,True
4951,303.8,312.7,1596,36.6,134,0,False,True,False
4952,303.8,312.7,1374,53.6,136,0,False,False,True
4953,303.7,312.5,1670,26.1,139,0,False,True,False
4954,303.7,312.6,1702,29.1,141,0,False,True,False
4955,303.8,312.5,1366,45.1,143,0,False,False,True
4956,303.8,312.5,2344,15.2,146,0,False,False,True
4957,303.8,312.6,1768,23.9,149,0,False,False,True
4958,303.8,312.5,1523,47.0,152,0,False,True,False
4959,303.8,312.6,1735,25.9,154,0,False,True,False
4960,303.9,312.7,1339,62.3,156,0,False,True,False
4961,303.9,312.7,1800,24.3,158,0,False,True,False
4962,304.0,312.7,1456,51.2,160,0,False,False,True
4963,303.9,312.7,1789,24.4,163,0,False,True,False
4964,303.9,312.7,1602,33.9,165,0,False,True,False
4965,303.8,312.7,1364,49.3,167,0,False,False,True
4966,303.8,312.6,1793,28.1,170,0,False,True,False
4967,303.9,312.6,1426,53.4,172,0,False,True,False
4968,303.9,312.7,1485,43.3,174,0,False,False,True
4969,303.9,312.7,1528,38.4,177,0,False,True,False
4970,303.8,312.6,1565,36.0,179,0,False,True,False
4971,303.8,312.7,1838,27.8,181,0,False,True,False
4972,303.8,312.6,1811,24.9,183,0,True,False,False
4973,303.8,312.7,1461,38.2,188,0,False,True,False
4974,303.8,312.7,1414,41.7,190,0,False,True,False
4975,303.7,312.7,1426,45.5,192,0,False,True,False
4976,303.7,312.7,1359,56.8,194,1,False,True,False
4977,303.7,312.7,1540,44.8,196,0,False,True,False
4978,303.6,312.7,1429,47.7,198,0,False,True,False
4979,303.7,312.7,1612,36.3,200,0,False,False,True
4980,303.7,312.8,1685,31.8,203,0,False,False,True
4981,303.7,312.8,1558,37.7,206,0,False,False,True
4982,303.7,313.0,1811,24.3,209,0,False,True,False
4983,303.8,313.1,1869,25.8,211,0,False,True,False
4984,303.8,313.1,1256,58.7,213,1,False,True,False
4985,303.8,313.0,1789,23.5,215,0,False,False,True
4986,303.7,312.9,1502,40.5,0,0,False,True,False
4987,303.7,313.0,1303,54.4,2,0,False,False,True
4988,303.8,313.1,2497,13.0,5,1,False,True,False
4989,303.9,313.2,1499,37.4,7,0,False,True,False
4990,303.9,313.2,1393,46.5,9,0,False,True,False
4991,303.9,313.0,1475,41.0,11,0,False,False,True
4992,303.8,312.9,1573,34.6,14,0,False,True,False
4993,303.8,312.9,1819,23.7,16,0,False,True,False
4994,303.5,312.6,1642,29.4,18,0,False,False,True
4995,303.6,312.6,1540,39.8,21,0,False,True,False
4996,303.6,312.8,1400,43.2,23,0,False,False,True
4997,303.6,312.8,2659,11.4,26,1,False,False,True
4998,303.6,312.8,1825,25.2,29,0,False,False,True
4999,303.7,312.9,1532,41.3,32,0,False,False,True
5000,303.7,312.8,1832,23.6,35,0,False,True,False
5001,303.6,312.7,2174,17.6,37,0,False,False,True
5002,303.7,312.8,1627,31.7,40,0,False,True,False
5003,303.7,312.8,1437,51.3,42,0,False,True,False
5004,303.7,312.8,1364,46.3,44,0,False,True,False
5005,303.7,312.9,1444,52.7,46,0,False,False,True
5006,303.7,312.8,1366,47.3,49,0,False,False,True
5007,303.8,312.9,1442,48.3,52,0,False,True,False
5008,303.7,312.8,1488,42.8,54,0,True,False,False
5009,303.7,312.8,1523,40.7,59,0,False,True,False
5010,303.7,312.8,1543,38.3,61,0,False,True,False
5011,303.7,312.8,1634,33.8,63,0,False,False,True
5012,303.8,312.9,1815,27.8,66,0,False,False,True
5013,303.8,312.9,1594,35.2,69,0,False,False,True
5014,303.8,313.0,1452,38.6,72,0,False,True,False
5015,303.9,313.0,1759,28.4,74,0,False,True,False
5016,303.9,313.0,1408,47.5,76,0,False,True,False
5017,303.9,313.0,1483,45.0,78,0,False,True,False
5018,303.9,313.0,1620,36.6,80,0,False,False,True
5019,304.0,313.1,1466,39.5,83,0,False,False,True
5020,304.1,313.1,1556,36.3,86,0,False,True,False
5021,304.0,313.0,1350,61.1,88,0,False,True,False
5022,304.0,313.1,1404,47.1,90,0,False,True,False
5023,304.0,313.0,1575,34.5,92,0,False,False,True
5024,303.9,313.1,1639,29.0,95,0,False,True,False
5025,303.9,313.1,1473,42.8,97,0,False,False,True
5026,303.9,313.2,1481,40.0,100,0,False,True,False
5027,304.0,313.3,1294,54.6,102,0,False,True,False
5028,303.9,313.2,1630,29.3,104,0,False,False,True
5029,303.9,313.2,1624,39.8,107,0,False,False,True
5030,303.9,313.1,1437,48.3,110,0,False,False,True
5031,303.8,313.0,1514,45.0,113,0,False,False,True
5032,304.0,313.1,1694,31.4,116,0,False,False,True
5033,304.0,313.1,1564,50.9,119,0,False,True,False
5034,303.9,313.1,1514,41.1,121,0,False,False,True
5035,304.0,313.2,1500,40.6,124,0,False,False,True
5036,304.0,313.2,1615,37.8,127,0,False,True,False
5037,304.1,313.2,1586,41.1,129,0,False,False,True
5038,304.1,313.3,1732,28.5,132,0,False,True,False
5039,304.1,313.3,1689,32.5,134,0,True,False,False
5040,304.1,313.2,1586,34.6,139,0,True,False,False
5041,304.0,313.2,1314,47.1,144,0,False,True,False
5042,304.1,313.2,1569,35.8,146,0,False,True,False
5043,304.1,313.2,1468,39.4,148,0,False,True,False
5044,304.1,313.2,1412,47.5,150,0,False,True,False
5045,304.1,313.2,1510,46.9,152,0,False,False,True
5046,304.1,313.2,1410,42.4,155,0,False,False,True
5047,304.1,313.3,1680,29.3,158,0,False,False,True
5048,304.0,313.2,1271,68.6,161,1,True,False,False
5049,304.0,313.1,1472,45.5,166,0,True,False,False
5050,304.0,313.0,1701,30.4,171,0,True,False,False
5051,303.9,313.0,1480,39.9,176,0,False,True,False
5052,303.9,313.0,1433,48.4,178,0,False,True,False
5053,303.8,312.9,1514,34.3,180,0,False,True,False
5054,303.8,312.9,1619,35.7,182,0,False,True,False
5055,303.8,312.9,1378,45.6,184,0,True,False,False
5056,303.9,312.9,1430,53.5,189,0,False,False,True
5057,303.8,312.9,1367,49.9,192,0,False,True,False
5058,303.9,312.9,1526,42.5,194,0,False,True,False
5059,303.9,312.8,1419,47.9,196,0,False,True,False
5060,304.0,312.8,1542,42.7,198,0,False,True,False
5061,304.0,312.9,1363,62.5,200,1,False,True,False
5062,304.0,312.9,1313,53.9,202,0,False,True,False
5063,304.0,312.9,1495,46.6,0,0,True,False,False
5064,304.0,313.0,1407,42.1,5,0,False,True,False
5065,304.1,313.0,1566,37.2,7,0,False,True,False
5066,304.1,313.1,1550,30.9,9,0,False,True,False
5067,304.2,313.2,1396,50.5,11,0,False,False,True
5068,304.3,313.3,1540,39.0,14,0,False,False,True
5069,304.2,313.2,1380,48.7,17,0,False,False,True
5070,304.2,313.1,1608,31.1,20,0,False,False,True
5071,304.2,313.0,1442,40.9,23,0,True,False,False
5072,304.1,313.0,1408,45.3,28,0,False,True,False
5073,304.0,313.0,1454,46.8,30,0,False,False,True
5074,304.1,313.1,1666,34.6,33,0,False,True,False
5075,304.1,313.2,1366,46.6,35,0,False,True,False
5076,304.2,313.2,1464,44.9,37,0,False,True,False
5077,304.3,313.3,1775,24.9,39,0,False,True,False
5078,304.3,313.4,1482,43.8,41,0,False,False,True
5079,304.2,313.4,1411,54.8,44,0,False,False,True
5080,304.2,313.3,1410,51.6,47,0,False,True,False
5081,304.1,313.3,1494,39.0,49,0,False,False,True
5082,304.1,313.2,1590,43.4,52,0,True,False,False
5083,304.1,313.1,1327,54.1,57,0,False,True,False
5084,304.1,313.1,1969,20.8,59,0,False,True,False
5085,304.0,313.0,1377,56.0,61,0,False,False,True
5086,304.0,313.0,1541,45.9,64,0,False,True,False
5087,304.0,313.0,1685,28.2,66,0,False,False,True
5088,304.0,313.1,1465,41.0,69,0,False,True,False
5089,303.9,313.1,1483,47.2,71,0,False,False,True
5090,303.9,313.2,1570,40.7,74,0,False,False,True
5091,303.9,313.2,1345,48.2,77,0,False,True,False
5092,303.9,313.2,1608,40.6,79,0,False,False,True
5093,304.0,313.3,1415,52.8,82,0,False,False,True
5094,304.1,313.5,1470,45.8,85,0,False,False,True
5095,304.1,313.5,1428,39.9,88,0,False,False,True
5096,304.2,313.5,1627,32.2,91,0,True,False,False
5097,304.2,313.4,1457,49.4,96,0,False,True,False
5098,304.2,313.4,1475,40.2,98,0,False,True,False
5099,304.2,313.5,1438,50.1,100,0,False,True,False
5100,304.2,313.5,1437,47.2,102,0,False,False,True
5101,304.1,313.4,1518,42.4,105,0,False,False,True
5102,304.1,313.5,1587,33.6,108,0,False,False,True
5103,304.1,313.4,1399,43.7,111,0,False,True,False
5104,304.1,313.5,1469,44.6,113,0,False,True,False
5105,304.1,313.4,1374,56.6,115,0,False,True,False
5106,304.0,313.3,1519,36.7,117,0,False,True,False
5107,303.9,313.2,1540,44.4,119,0,False,True,False
5108,303.9,313.3,1394,51.6,121,0,False,True,False
5109,304.0,313.4,1389,45.8,123,0,False,False,True
5110,304.0,313.5,1732,26.2,126,0,False,False,True
5111,304.1,313.6,1556,37.4,129,0,False,True,False
5112,304.1,313.6,1441,43.7,131,0,False,False,True
5113,304.1,313.6,1382,46.7,134,0,False,True,False
5114,304.2,313.8,1481,44.9,136,0,False,False,True
5115,304.2,313.7,2113,18.4,139,0,False,False,True
5116,304.2,313.8,1401,53.9,142,0,False,True,False
5117,304.1,313.6,1611,31.4,144,0,False,True,False
5118,304.2,313.6,1512,33.4,146,0,False,False,True
5119,304.2,313.6,1411,46.0,149,0,False,True,False
5120,304.2,313.6,1424,43.7,151,0,False,False,True
5121,304.2,313.6,1469,40.0,154,0,False,True,False
5122,304.2,313.5,1684,29.8,156,0,True,False,False
5123,304.2,313.5,1532,41.3,161,0,False,False,True
5124,304.2,313.5,1557,37.3,164,0,False,False,True
5125,304.3,313.5,1416,48.1,167,0,False,False,True
5126,304.3,313.5,1802,25.4,170,0,False,True,False
5127,304.3,313.5,2245,15.1,172,0,False,False,True
5128,304.2,313.4,1434,42.5,175,0,False,True,False
5129,304.1,313.3,1725,28.3,177,0,False,False,True
5130,304.2,313.3,1668,35.7,180,0,False,True,False
5131,304.1,313.3,1452,43.9,182,0,False,True,False
5132,304.1,313.3,1415,50.0,184,0,False,True,False
5133,304.1,313.2,1824,25.8,186,0,False,True,False
5134,304.1,313.3,1438,45.5,188,0,False,True,False
5135,304.1,313.3,1883,24.5,190,0,False,True,False
5136,304.2,313.4,1735,28.9,192,0,False,True,False
5137,304.3,313.5,1464,36.7,194,0,False,True,False
5138,304.3,313.6,1489,40.3,196,0,False,False,True
5139,304.4,313.6,1510,38.9,199,0,False,False,True
5140,304.3,313.6,1585,32.1,202,0,False,False,True
5141,304.4,313.7,1509,35.0,205,1,False,True,False
5142,304.4,313.6,1568,39.1,0,0,False,True,False
5143,304.3,313.5,1525,42.0,2,0,False,False,True
5144,304.4,313.7,1607,33.5,5,0,False,True,False
5145,304.5,313.7,1670,32.9,7,0,False,True,False
5146,304.4,313.6,1585,38.9,9,0,False,True,False
5147,304.4,313.6,1569,38.4,11,0,False,True,False
5148,304.4,313.6,1507,43.1,13,0,False,True,False
5149,304.3,313.5,1452,41.5,15,0,False,True,False
5150,304.3,313.5,1590,29.8,17,0,False,True,False
5151,304.3,313.6,1409,56.0,19,0,False,True,False
5152,304.3,313.5,2643,12.7,21,0,False,True,False
5153,304.2,313.4,1644,31.7,23,0,False,True,False
5154,304.2,313.4,1568,37.6,25,0,False,True,False
5155,304.2,313.3,1625,37.3,27,0,True,False,False
5156,304.2,313.4,1482,41.4,32,0,False,True,False
5157,304.1,313.3,1397,49.6,34,0,True,False,False
5158,304.1,313.3,1459,50.3,39,0,False,True,False
5159,304.2,313.4,1490,44.0,41,0,False,True,False
5160,304.1,313.2,1434,50.1,43,0,False,True,False
5161,304.1,313.2,2028,18.9,45,0,False,False,True
5162,304.2,313.3,1464,45.9,48,0,False,True,False
5163,304.2,313.4,1713,23.5,50,0,False,False,True
5164,304.3,313.4,1624,32.1,53,0,False,False,True
5165,304.2,313.4,1421,43.4,56,0,False,True,False
5166,304.2,313.5,1546,41.4,58,0,True,False,False
5167,304.2,313.4,1639,32.7,63,0,False,True,False
5168,304.1,313.4,1696,29.6,65,0,True,False,False
5169,304.1,313.3,1470,39.9,70,0,False,True,False
5170,304.1,313.3,1480,38.4,72,0,False,False,True
5171,304.2,313.4,1329,54.5,75,0,False,False,True
5172,304.2,313.4,1740,28.2,78,0,False,True,False
5173,304.2,313.5,1739,28.1,80,0,False,False,True
5174,304.2,313.5,1390,47.8,83,0,False,False,True
5175,304.2,313.4,1740,23.7,86,0,False,True,False
5176,304.0,313.3,1844,27.1,88,0,False,False,True
5177,304.0,313.1,1388,53.2,91,0,True,False,False
5178,304.0,313.2,1517,43.1,96,0,True,False,False
5179,304.0,313.1,1450,42.8,101,0,False,False,True
5180,304.0,313.2,1584,38.7,104,0,False,True,False
5181,304.0,313.1,1720,28.7,106,0,False,True,False
5182,303.9,313.1,1586,31.9,108,0,False,True,False
5183,303.9,313.0,1901,22.5,110,0,False,False,True
